x,F
0.005,0.0
0.010025252525252526,0.10379814368909362
0.01505050505050505,0.0
0.020075757575757577,0.0
0.025101010101010103,0.0
0.03012626262626263,0.19265801608279587
0.03515151515151515,0.0
0.04017676767676768,0.0
0.0452020202020202,0.0
0.050227272727272725,0.0
0.055252525252525254,0.3061057311029019
0.06027777777777778,0.008375387432598427
0.06530303030303031,0.1834968348111506
0.07032828282828284,0.06251325977033216
0.07535353535353537,0.020978281446481145
0.08037878787878788,0.07826311489842817
0.08540404040404041,0.28066880708212477
0.09042929292929294,0.0
0.09545454545454546,0.20045561307183699
0.10047979797979799,0.3151496533993793
0.10550505050505052,0.3786964466379089
0.11053030303030303,0.3490416129987352
0.11555555555555556,0.35111909943244957
0.1205808080808081,0.08869003473250928
0.1256060606060606,0.10300745678679472
0.13063131313131315,0.12660568642004388
0.13565656565656567,0.08409549363800045
0.14068181818181819,0.18642881279648715
0.14570707070707073,0.13736069214477264
0.15073232323232325,0.26103434031980505
0.15575757575757576,0.23727850588485783
0.1607828282828283,0.3280019698911266
0.16580808080808082,0.4216642698057235
0.17083333333333334,0.5129039639253326
0.17585858585858588,0.10507644656908352
0.1808838383838384,0.4666764188748491
0.1859090909090909,0.15027307918511043
0.19093434343434346,0.4805066618564747
0.19595959595959597,0.529645023996541
0.2009848484848485,0.44873279597886245
0.20601010101010103,0.4743738415273038
0.21103535353535355,0.5583740277998067
0.21606060606060606,0.2978189658133302
0.2210858585858586,0.5767132530366579
0.22611111111111112,0.5996535651465131
0.23113636363636364,0.3673254814028464
0.23616161616161618,0.3649307882043071
0.2411868686868687,0.36926254284745014
0.24621212121212122,0.23606103616149285
0.25123737373737376,0.36818840892593735
0.2562626262626263,0.6635839832701642
0.2612878787878788,0.4398369036612718
0.26631313131313133,0.5056899888352772
0.2713383838383839,0.5115118307861277
0.27636363636363637,0.5715270296854665
0.2813888888888889,0.6514477437297932
0.28641414141414145,0.7071189331269602
0.29143939393939394,0.6080000470487119
0.2964646464646465,0.6466472108167606
0.30148989898989903,0.5668435207723176
0.3065151515151515,0.4138371599747233
0.31154040404040406,0.6287773966924755
0.3165656565656566,0.3950736143029243
0.3215909090909091,0.5234145743211752
0.32661616161616164,0.687688044328516
0.3316414141414142,0.6733456168709527
0.33666666666666667,0.47531653726728385
0.3416919191919192,0.7940527502232368
0.34671717171717176,0.8043399248973093
0.35174242424242425,0.4284304321940614
0.3567676767676768,0.524768285236141
0.36179292929292933,0.8357298472288022
0.3668181818181818,0.8030463559214234
0.37184343434343436,0.7934091244739253
0.3768686868686869,0.5669085479086475
0.3818939393939394,0.7099466346558126
0.38691919191919194,0.7683818541744031
0.3919444444444445,0.7699667987629351
0.396969696969697,0.5028931058853818
0.4019949494949495,0.6324685002029167
0.40702020202020206,0.7102770523672879
0.41204545454545455,0.9066090027527803
0.4170707070707071,0.9531543760165763
0.42209595959595964,0.9514719649640766
0.4271212121212121,0.5858866607334825
0.43214646464646467,0.5636710579488304
0.4371717171717172,0.9794865708731022
0.4421969696969697,0.7418711065924165
0.44722222222222224,0.900058812629443
0.4522474747474748,0.6515317409796735
0.4572727272727273,0.7605544406303141
0.4622979797979798,0.7132148825962914
0.46732323232323236,1.0429370057692067
0.47234848484848485,0.9606842197594977
0.4773737373737374,0.6573037836907877
0.48239898989898994,0.7589659067630949
0.4874242424242424,1.0314497887780725
0.49244949494949497,0.8633655130230553
0.4974747474747475,0.9913627397895252
0.5025000000000001,0.96472890044335
0.5075252525252526,0.8100650227843695
0.512550505050505,0.7411986722815724
0.5175757575757576,1.115114512384794
0.5226010101010101,0.921548438679841
0.5276262626262627,0.7432487429596625
0.5326515151515152,1.0821240191628434
0.5376767676767678,0.8242431430298633
0.5427020202020202,0.7859020587116088
0.5477272727272727,0.8771213167494738
0.5527525252525253,0.8221071166735553
0.5577777777777778,0.9799879591580093
0.5628030303030304,0.9636817025164268
0.5678282828282829,0.8335685379271416
0.5728535353535353,0.8874945044683846
0.5778787878787879,0.9204821357324293
0.5829040404040404,1.0631950160859267
0.587929292929293,0.9976559776146579
0.5929545454545455,1.1951317222928237
0.5979797979797981,1.1969157551904648
0.6030050505050505,1.1728438420745058
0.608030303030303,1.1386668446194737
0.6130555555555556,1.2024292153815341
0.6180808080808081,1.2170290971914133
0.6231060606060607,0.9178169317810064
0.6281313131313132,1.0837587735541048
0.6331565656565656,1.1293465636787003
0.6381818181818182,1.2681005745869187
0.6432070707070707,1.1705854535170765
0.6482323232323233,0.9561310266879672
0.6532575757575758,1.0749222996816634
0.6582828282828284,1.3036645507703142
0.6633080808080809,1.1303103305451296
0.6683333333333333,1.2902277777785642
0.6733585858585859,1.4039759495784099
0.6783838383838384,1.1764454664656623
0.683409090909091,1.2986095650634293
0.6884343434343435,1.4287460080691161
0.693459595959596,1.2660895524853606
0.6984848484848485,1.399214388388733
0.703510101010101,1.313370529246993
0.7085353535353536,1.0879343063418676
0.7135606060606061,1.1667362637298397
0.7185858585858587,1.453842544499585
0.7236111111111112,1.4060667472312205
0.7286363636363636,1.4205445453835503
0.7336616161616162,1.2864843001139215
0.7386868686868687,1.4309906895326334
0.7437121212121213,1.5216921727028896
0.7487373737373738,1.3110554930249874
0.7537626262626264,1.5289674758788547
0.7587878787878788,1.5654582175757425
0.7638131313131313,1.4462166026807899
0.7688383838383839,1.2771258214947532
0.7738636363636364,1.3613263546234475
0.778888888888889,1.5072044187022766
0.7839141414141415,1.2124700411364058
0.7889393939393939,1.5732640125838513
0.7939646464646465,1.2445730328101337
0.798989898989899,1.2885226752874381
0.8040151515151516,1.4597764891394358
0.8090404040404041,1.6193965056394888
0.8140656565656567,1.3082611579093175
0.8190909090909091,1.618313892160846
0.8241161616161616,1.2787548038499663
0.8291414141414142,1.4483452380992565
0.8341666666666667,1.4367424802921933
0.8391919191919193,1.4079960071043989
0.8442171717171718,1.404053303512192
0.8492424242424242,1.480563248485737
0.8542676767676768,1.6924159326602104
0.8592929292929293,1.5500930083022244
0.8643181818181819,1.7461949758042146
0.8693434343434344,1.3633460929938392
0.874368686868687,1.7360911325878763
0.8793939393939394,1.4688121577193676
0.8844191919191919,1.7073833391629627
0.8894444444444445,1.445838439154888
0.894469696969697,1.7014718659420276
0.8994949494949496,1.4652248704658568
0.9045202020202021,1.463090027228839
0.9095454545454545,1.4492460728814773
0.9145707070707071,1.5460817539155078
0.9195959595959596,1.7969350687939496
0.9246212121212122,1.7343812329730033
0.9296464646464647,1.835945243889565
0.9346717171717173,1.5909361349027247
0.9396969696969697,1.6584179542183408
0.9447222222222222,1.7415345744497577
0.9497474747474748,1.5505236015357446
0.9547727272727273,1.90043530419155
0.9597979797979799,1.5423895531782883
0.9648232323232324,1.8049521100414028
0.9698484848484848,1.9051529500504751
0.9748737373737374,1.8124203138784154
0.9798989898989899,1.876345982280058
0.9849242424242425,1.7466078163417358
0.989949494949495,1.7863516398923298
0.9949747474747476,1.767482676186762
1.0,1.9329627596973167
